9087;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;The American President;Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.;6318445;/lymPNGLZgPHuqM29rKMGV46ANij.jpg;1995-11-17;1060;65;199
12110;[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}];en;Dracula: Dead and Loving It;When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count.;5430331;/xve4cgfYItnOhtzLYoTwTVy5FGr.jpg;1995-12-22;880;57;210
21032;[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}];en;Balto;An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.;12140733;/gV5PCAVCPNxlOLFM1bKk50EqLXO.jpg;1995-12-22;780;71;423
10858;[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}];en;Nixon;An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.;5092;/cICkmCEiXRhvZmbuAlsA5D9B2rK.jpg;1995-12-22;1920;71;72
1408;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}];en;Cutthroat Island;Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.;7284477;/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg;1995-12-22;1190;57;137
524;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}];en;Casino;The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.;10137389;/xo517ibXBDdYQY81j0WIG7BVcWq.jpg;1995-11-22;1780;78;1343
4584;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;Sense and Sensibility;Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.;10673167;/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg;1995-12-13;1360;72;364
5;[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}];en;Four Rooms;It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.;9026586;/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg;1995-12-09;980;65;539
9273;[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}];en;Ace Ventura: When Nature Calls;Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.;8205448;/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg;1995-11-10;900;61;1128
11517;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];en;Money Train;"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.";7337906;/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg;1995-11-21;1030;54;224
8012;[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}];en;Get Shorty;"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.";12669608;/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg;1995-10-20;1050;64;305
1710;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];en;Copycat;An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.;10701801;/80czeJGSoik22fhtUM9WzyjUU4r.jpg;1995-10-27;1240;65;199
9691;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];en;Assassins;Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.;11065939;/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg;1995-10-06;1320;60;394
12665;[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];en;Powder;"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.";12133094;/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg;1995-10-27;1110;63;143
451;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;Leaving Las Vegas;Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.;10332025;/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg;1995-10-27;1120;71;365
16420;[{'id': 18, 'name': 'Drama'}];en;Othello;The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.;1845899;/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg;1995-12-15;1230;70;33
9263;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}];en;Now and Then;Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.;8681325;/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg;1995-10-20;1000;66;91
17015;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;Persuasion;This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.;2228434;/si8911IezMvAnQFDvyg1nKzDlD.jpg;1995-09-27;1040;74;36
902;[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}];fr;La Cité des Enfants Perdus;A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.;9822423;/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg;1995-05-16;1080;76;308
9909;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}];en;Dangerous Minds;Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.;9481338;/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg;1995-08-11;990;64;249
63;[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}];en;Twelve Monkeys;In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.;12297305;/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg;1995-12-29;1290;74;2470
9598;[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];en;Babe;Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.;14404764;/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg;1995-07-18;890;60;756
47018;[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;Carrington;The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.;1493361;/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg;1995-11-08;1210;64;16
687;[{'id': 18, 'name': 'Drama'}];en;Dead Man Walking;A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.;6891317;/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg;1995-12-29;1220;73;350
139405;[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}];en;Across the Sea of Time;A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.;114469;/lKOAyy098yjoot8cutYsStVO1WS.jpg;1995-10-20;510;35;2
33689;[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}];en;It Takes Two;Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.;7777735;/l67WJL3Mjce1yoEgL4HheR5v75D.jpg;1995-11-17;1010;61;149
9603;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;Clueless;Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.;9882383;/i8gEHh2sszB6YWLC0jl559sxAeN.jpg;1995-07-19;970;69;828
34615;[{'id': 18, 'name': 'Drama'}];en;Cry, the Beloved Country;A South-African preacher goes to search for his wayward son who has committed a crime in the big city.;894647;/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg;1995-12-15;1060;67;13
31174;[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}];en;Richard III;Shakespeare's Play transplanted into a 1930s setting.;4561387;/e8nuS9GQoSFaqld4hW5erk2ccag.jpg;1995-12-29;1040;69;50
11443;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}];en;Dead Presidents;"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.";987957;/2dLyvXVvJXUR9otoqERkYpao1bB.jpg;1995-10-06;1190;66;80
30801;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}];en;Son of Paleface;"In this sequel to ""The Paleface"", Peter Potter Jr. and Mike 'The Torch' Delroy return as the lead characters. Junior Potter returns to claim his father's gold, which is nowhere to be found; Mike 'The Torch' Delroy is the luscious head of a gang of thieves; and Roy Barton is a federal marshal hot on Mike's trail.";4423289;/6zz4olV4Ov8ZG9IhABsQIpwPqJV.jpg;1952-07-14;950;62;13
35196;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;Restoration;An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.;10979269;/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg;1995-12-29;1170;63;30
9312;[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}];en;Mortal Kombat;For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.;10870138;/bdXWixjWVA7Y03PvW74xufrROiJ.jpg;1995-08-18;1010;54;452
577;[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}];en;To Die For;Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.;10448481;/zCREx8trzejNieDLUsRuwLU0cS3.jpg;1995-05-20;1060;67;177
11861;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;How To Make An American Quilt;Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.;4485958;/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg;1995-10-06;1160;65;38
807;[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];en;Se7en;"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.";1845743;/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg;1995-09-22;1270;81;5915
10530;[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}];en;Pocahontas;History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.;13280069;/qk95miOV8wDABbO5gyCpCrvbVFu.jpg;1995-06-14;810;67;1509
8391;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;When Night Is Falling;A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town.;3302524;/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg;1995-05-05;960;59;10
629;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];en;The Usual Suspects;Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.;16302466;/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg;1995-07-19;1060;81;3334
117164;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}];en;Guardian Angel;Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.;595949;/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg;1994-11-22;930;63;3
11448;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];en;Mighty Aphrodite;When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.;15899134;/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg;1995-09-13;950;67;145
26441;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];en;The Big Green;In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.;5982764;/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg;1995-09-29;1000;52;41
97406;[{'id': 18, 'name': 'Drama'}];en;Georgia;Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.;4093443;/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg;1995-05-19;1150;61;15
52358;[{'id': 18, 'name': 'Drama'}];en;Suzy;A French air ace discovers that his showgirl wife's first husband is still alive.;2199117;/znenPhtMPDpDd9zUw1MW3834aZh.jpg;1936-07-20;930;52;5
9089;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];en;Home for the Holidays;After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.;8416802;/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg;1995-11-02;1030;63;39
99040;[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];fr;Le confessionnal;The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.;120789;/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg;1995-09-29;1000;65;2
11359;[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];en;The Indian in the Cupboard;A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.;10673296;/l16BtfILyWxYwSqzofL3V1rMSwe.jpg;1995-07-14;960;59;136
17182;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];en;Eye for an Eye;It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.;4733526;/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg;1996-01-12;1010;58;65
2054;[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}];en;Mr. Holland's Opus;In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.;7137117;/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg;1995-12-29;1370;69;115
10607;[{'id': 35, 'name': 'Comedy'}];en;Don't Be a Menace to South Central While Drinking Your Juice in the Hood;When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?;11700115;/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg;1996-01-12;890;62;192
19760;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];en;Two If by Sea;Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.;2174487;/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg;1996-01-12;960;45;14
33786;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];en;Prinsessa;An overweight teenager girl struggles to be socially accepted.;155356;/74rytLjbqSafWba4JMfkSvDhnGH.jpg;2009-09-11;910;67;3
9536;[{'id': 35, 'name': 'Comedy'}];en;Bio-Dome;"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.";6387469;/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg;1996-01-12;880;44;110
